order_id,customer_id,product_id,order_date,quantity,discount_pct,gross_revenue_gbp,net_revenue_gbp,status
ORD-004356,CUST-00634,PROD-0004,2026-07-22,5,0.12,1287.0,1132.56,Completed
ORD-004357,CUST-00463,PROD-0068,2026-07-21,4,0.017,1909.64,1877.18,Completed
ORD-004358,CUST-00314,PROD-0076,2026-03-13,1,0.064,359.31,336.31,Completed
ORD-004359,CUST-01229,PROD-0009,2026-04-30,3,0.012,1382.46,1365.87,Completed
ORD-004360,CUST-00825,PROD-0052,2025-08-08,2,0.044,305.46,292.02,Completed
ORD-004361,CUST-00467,PROD-0074,2026-06-04,1,0.033,296.44,286.66,Completed
ORD-004362,CUST-00303,PROD-0053,2026-06-26,2,0.061,955.68,897.38,Completed
ORD-004363,CUST-00401,PROD-0014,2026-03-05,1,0.071,246.13,228.65,Completed
ORD-004364,CUST-01804,PROD-0068,2026-02-09,1,0.004,477.41,475.5,Completed
ORD-004365,CUST-02073,PROD-0053,2025-11-16,2,0.041,955.68,916.5,Completed
ORD-004366,CUST-00155,PROD-0033,2026-03-17,1,0.012,108.08,106.78,Completed
ORD-004367,CUST-00562,PROD-0074,2026-06-17,1,0.042,296.44,283.99,Completed
ORD-004368,CUST-00185,PROD-0022,2025-02-19,4,0.033,129.96,125.67,Completed
ORD-004369,CUST-01343,PROD-0030,2024-11-06,1,0.0,278.12,278.12,Completed
ORD-004370,CUST-01538,PROD-0032,2026-04-30,1,0.01,304.48,301.44,Completed
ORD-004371,CUST-01716,PROD-0006,2024-09-20,5,0.049,1555.05,1478.85,Completed
ORD-004372,CUST-02199,PROD-0045,2026-05-07,5,0.038,1455.2,1399.9,Completed
ORD-004373,CUST-00344,PROD-0040,2026-06-17,1,0.028,177.22,172.26,Completed
ORD-004374,CUST-00106,PROD-0078,2025-01-22,1,0.046,246.81,235.46,Completed
ORD-004375,CUST-01412,PROD-0077,2024-12-28,2,0.019,259.76,254.82,Refunded
ORD-004376,CUST-00839,PROD-0023,2025-01-21,3,0.027,1218.39,1185.49,Completed
ORD-004377,CUST-01622,PROD-0022,2024-06-22,2,0.012,64.98,64.2,Completed
ORD-004378,CUST-00694,PROD-0052,2026-07-11,1,0.023,152.73,149.22,Completed
ORD-004379,CUST-01323,PROD-0063,2025-08-01,2,0.132,938.72,814.81,Completed
ORD-004380,CUST-01578,PROD-0075,2025-09-06,3,0.051,672.75,638.44,Completed
ORD-004381,CUST-00872,PROD-0032,2026-06-18,1,0.065,304.48,284.69,Completed
ORD-004382,CUST-00383,PROD-0052,2026-04-25,1,0.03,152.73,148.15,Completed
ORD-004383,CUST-00615,PROD-0058,2025-09-08,1,0.015,482.69,475.45,Completed
ORD-004384,CUST-01482,PROD-0059,2026-06-24,4,0.01,1451.64,1437.12,Completed
ORD-004385,CUST-00256,PROD-0012,2025-06-15,1,0.002,494.72,493.73,Completed
ORD-004386,CUST-02115,PROD-0002,2024-12-16,1,0.082,481.78,442.27,Completed
ORD-004387,CUST-02144,PROD-0051,2026-05-20,2,0.007,896.06,889.79,Completed
ORD-004388,CUST-01595,PROD-0002,2024-09-29,1,0.062,481.78,451.91,Completed
ORD-004389,CUST-00869,PROD-0057,2026-07-09,1,0.062,486.6,456.43,Cancelled
ORD-004390,CUST-00890,PROD-0013,2026-06-28,3,0.092,129.75,117.81,Completed
ORD-004391,CUST-00667,PROD-0007,2026-02-06,1,0.07,346.79,322.51,Completed
ORD-004392,CUST-00676,PROD-0032,2026-04-04,2,0.103,608.96,546.24,Completed
ORD-004393,CUST-00069,PROD-0074,2026-03-13,2,0.063,592.88,555.53,Completed
ORD-004394,CUST-00679,PROD-0070,2025-09-18,5,0.017,1666.85,1638.51,Refunded
ORD-004395,CUST-00044,PROD-0077,2025-12-14,1,0.04,129.88,124.68,Refunded
ORD-004396,CUST-01972,PROD-0059,2025-09-22,1,0.005,362.91,361.1,Refunded
ORD-004397,CUST-01561,PROD-0035,2026-03-30,1,0.002,436.73,435.86,Completed
ORD-004398,CUST-01479,PROD-0017,2026-04-18,1,0.022,318.37,311.37,Completed
ORD-004399,CUST-01834,PROD-0014,2026-01-24,2,0.018,492.26,483.4,Completed
ORD-004400,CUST-01248,PROD-0030,2026-05-03,2,0.08,556.24,511.74,Completed
ORD-004401,CUST-01655,PROD-0031,2025-05-07,4,0.139,655.64,564.51,Completed
ORD-004402,CUST-01397,PROD-0041,2025-07-01,1,0.027,26.17,25.46,Completed
ORD-004403,CUST-00820,PROD-0030,2026-05-18,2,0.033,556.24,537.88,Completed
ORD-004404,CUST-01629,PROD-0065,2026-04-06,2,0.022,357.5,349.64,Completed
ORD-004405,CUST-01430,PROD-0001,2026-07-12,1,0.013,325.81,321.57,Completed
ORD-004406,CUST-01829,PROD-0063,2026-02-26,1,0.036,469.36,452.46,Completed
ORD-004407,CUST-01325,PROD-0011,2026-05-07,4,0.058,594.24,559.77,Completed
ORD-004408,CUST-01749,PROD-0060,2026-07-28,1,0.04,86.6,83.14,Cancelled
ORD-004409,CUST-01795,PROD-0045,2026-03-13,1,0.058,291.04,274.16,Refunded
ORD-004410,CUST-02073,PROD-0022,2026-04-29,1,0.003,32.49,32.39,Completed
ORD-004411,CUST-01759,PROD-0054,2026-05-25,2,0.032,743.14,719.36,Completed
ORD-004412,CUST-01189,PROD-0057,2025-07-09,2,0.011,973.2,962.49,Completed
ORD-004413,CUST-01603,PROD-0057,2025-11-14,1,0.006,486.6,483.68,Completed
ORD-004414,CUST-00705,PROD-0032,2025-08-31,3,0.144,913.44,781.9,Completed
ORD-004415,CUST-01204,PROD-0047,2024-04-27,1,0.011,398.52,394.14,Completed
ORD-004416,CUST-01395,PROD-0029,2025-01-01,2,0.012,924.98,913.88,Completed
ORD-004417,CUST-00796,PROD-0076,2025-11-29,2,0.004,718.62,715.75,Completed
ORD-004418,CUST-00763,PROD-0066,2026-02-20,2,0.002,733.48,732.01,Completed
ORD-004419,CUST-01381,PROD-0008,2026-07-18,1,0.055,354.43,334.94,Completed
ORD-004420,CUST-01810,PROD-0008,2026-05-24,2,0.036,708.86,683.34,Completed
ORD-004421,CUST-01940,PROD-0029,2024-11-18,3,0.007,1387.47,1377.76,Completed
ORD-004422,CUST-01890,PROD-0043,2024-09-20,4,0.004,382.2,380.67,Completed
ORD-004423,CUST-00002,PROD-0052,2025-12-14,2,0.04,305.46,293.24,Completed
ORD-004424,CUST-00528,PROD-0016,2026-07-04,1,0.017,287.73,282.84,Completed
ORD-004425,CUST-00965,PROD-0006,2026-01-09,2,0.074,622.02,575.99,Completed
ORD-004426,CUST-00711,PROD-0078,2026-07-05,2,0.041,493.62,473.38,Completed
ORD-004427,CUST-02107,PROD-0029,2025-05-04,3,0.025,1387.47,1352.78,Completed
ORD-004428,CUST-01188,PROD-0038,2024-08-01,1,0.008,244.92,242.96,Completed
ORD-004429,CUST-01750,PROD-0077,2026-04-11,1,0.025,129.88,126.63,Completed
ORD-004430,CUST-00268,PROD-0037,2025-08-27,2,0.069,266.66,248.26,Completed
ORD-004431,CUST-00549,PROD-0078,2025-11-20,1,0.001,246.81,246.56,Refunded
ORD-004432,CUST-01788,PROD-0013,2025-11-16,3,0.04,129.75,124.56,Completed
ORD-004433,CUST-02181,PROD-0076,2026-06-20,1,0.006,359.31,357.15,Refunded
ORD-004434,CUST-00849,PROD-0066,2025-04-03,3,0.017,1100.22,1081.52,Completed
ORD-004435,CUST-00323,PROD-0068,2026-03-25,2,0.051,954.82,906.12,Cancelled
ORD-004436,CUST-01061,PROD-0011,2025-07-11,2,0.023,297.12,290.29,Completed
ORD-004437,CUST-00414,PROD-0044,2025-04-26,1,0.017,478.6,470.46,Completed
ORD-004438,CUST-00130,PROD-0018,2026-06-18,4,0.087,1642.56,1499.66,Completed
ORD-004439,CUST-01437,PROD-0038,2025-07-16,1,0.032,244.92,237.08,Completed
ORD-004440,CUST-01446,PROD-0035,2026-07-08,1,0.001,436.73,436.29,Completed
ORD-004441,CUST-02111,PROD-0056,2025-01-18,1,0.077,231.72,213.88,Completed
ORD-004442,CUST-01798,PROD-0010,2024-12-02,1,0.01,229.74,227.44,Completed
ORD-004443,CUST-01909,PROD-0010,2026-03-13,2,0.07,459.48,427.32,Completed
ORD-004444,CUST-01708,PROD-0010,2026-01-13,2,0.08,459.48,422.72,Completed
ORD-004445,CUST-00618,PROD-0041,2026-06-24,1,0.03,26.17,25.38,Completed
ORD-004446,CUST-00715,PROD-0049,2025-05-11,3,0.06,864.24,812.39,Refunded
ORD-004447,CUST-01516,PROD-0036,2025-12-29,1,0.03,252.55,244.97,Completed
ORD-004448,CUST-00183,PROD-0045,2024-12-29,1,0.084,291.04,266.59,Completed
ORD-004449,CUST-01522,PROD-0038,2025-05-13,2,0.017,489.84,481.51,Completed
ORD-004450,CUST-01507,PROD-0004,2026-07-02,1,0.052,257.4,244.02,Completed
ORD-004451,CUST-01467,PROD-0077,2025-08-13,1,0.006,129.88,129.1,Completed
ORD-004452,CUST-00928,PROD-0031,2024-11-25,1,0.016,163.91,161.29,Completed
ORD-004453,CUST-01849,PROD-0078,2026-06-14,1,0.047,246.81,235.21,Completed
ORD-004454,CUST-00177,PROD-0067,2025-12-28,1,0.035,478.33,461.59,Completed
ORD-004455,CUST-00603,PROD-0051,2026-04-06,1,0.001,448.03,447.58,Refunded
ORD-004456,CUST-00757,PROD-0042,2025-09-18,1,0.024,284.8,277.96,Completed
ORD-004457,CUST-00678,PROD-0034,2025-03-11,2,0.044,988.84,945.33,Completed
ORD-004458,CUST-00929,PROD-0065,2026-01-08,1,0.033,178.75,172.85,Completed
ORD-004459,CUST-00486,PROD-0061,2026-05-19,1,0.038,459.1,441.65,Completed
ORD-004460,CUST-00453,PROD-0065,2026-07-26,1,0.062,178.75,167.67,Completed
ORD-004461,CUST-01060,PROD-0057,2026-07-27,2,0.034,973.2,940.11,Completed
ORD-004462,CUST-01164,PROD-0005,2025-11-18,3,0.043,849.36,812.84,Refunded
ORD-004463,CUST-01362,PROD-0068,2025-11-08,2,0.018,954.82,937.63,Cancelled
ORD-004464,CUST-01281,PROD-0021,2025-03-30,1,0.046,451.82,431.04,Completed
ORD-004465,CUST-01261,PROD-0012,2026-03-16,1,0.012,494.72,488.78,Cancelled
ORD-004466,CUST-01583,PROD-0072,2025-03-02,1,0.0,61.63,61.63,Cancelled
ORD-004467,CUST-00529,PROD-0042,2026-03-05,1,0.013,284.8,281.1,Completed
ORD-004468,CUST-00558,PROD-0008,2026-03-17,6,0.005,2126.58,2115.95,Completed
ORD-004469,CUST-00902,PROD-0010,2024-05-15,1,0.083,229.74,210.67,Completed
ORD-004470,CUST-02160,PROD-0025,2026-04-01,3,0.047,355.23,338.53,Completed
ORD-004471,CUST-00576,PROD-0055,2025-03-21,1,0.094,58.05,52.59,Completed
ORD-004472,CUST-02087,PROD-0077,2025-03-02,4,0.019,519.52,509.65,Cancelled
ORD-004473,CUST-01051,PROD-0021,2024-05-30,1,0.029,451.82,438.72,Completed
ORD-004474,CUST-01295,PROD-0039,2026-01-07,2,0.001,507.66,507.15,Completed
ORD-004475,CUST-02175,PROD-0066,2026-05-23,1,0.015,366.74,361.24,Completed
ORD-004476,CUST-00583,PROD-0012,2025-06-05,1,0.117,494.72,436.84,Completed
ORD-004477,CUST-01497,PROD-0010,2025-07-29,3,0.004,689.22,686.46,Completed
ORD-004478,CUST-01549,PROD-0034,2025-10-13,4,0.016,1977.68,1946.04,Completed
ORD-004479,CUST-01974,PROD-0042,2025-10-19,2,0.022,569.6,557.07,Completed
ORD-004480,CUST-00916,PROD-0004,2026-05-15,5,0.043,1287.0,1231.66,Completed
ORD-004481,CUST-01593,PROD-0066,2025-04-22,1,0.049,366.74,348.77,Completed
ORD-004482,CUST-01032,PROD-0001,2025-08-24,2,0.112,651.62,578.64,Completed
ORD-004483,CUST-02033,PROD-0064,2025-03-09,1,0.022,439.52,429.85,Completed
ORD-004484,CUST-00330,PROD-0017,2026-05-26,2,0.044,636.74,608.72,Completed
ORD-004485,CUST-00957,PROD-0062,2026-02-28,1,0.04,474.89,455.89,Completed
ORD-004486,CUST-00090,PROD-0043,2026-05-22,2,0.093,191.1,173.33,Completed
ORD-004487,CUST-01174,PROD-0004,2025-08-19,1,0.026,257.4,250.71,Completed
ORD-004488,CUST-02195,PROD-0067,2025-08-22,3,0.061,1434.99,1347.46,Completed
ORD-004489,CUST-02082,PROD-0066,2025-09-07,6,0.007,2200.44,2185.04,Completed
ORD-004490,CUST-00872,PROD-0079,2026-07-29,1,0.018,474.83,466.28,Completed
ORD-004491,CUST-00972,PROD-0073,2026-01-21,1,0.031,138.87,134.57,Completed
ORD-004492,CUST-01341,PROD-0034,2025-02-07,1,0.025,494.42,482.06,Completed
ORD-004493,CUST-02037,PROD-0046,2026-04-30,2,0.036,955.98,921.56,Completed
ORD-004494,CUST-00594,PROD-0072,2025-10-17,6,0.029,369.78,359.06,Cancelled
ORD-004495,CUST-01131,PROD-0062,2026-04-25,1,0.107,474.89,424.08,Completed
ORD-004496,CUST-01625,PROD-0057,2026-01-31,1,0.068,486.6,453.51,Completed
ORD-004497,CUST-00840,PROD-0062,2024-10-16,1,0.011,474.89,469.67,Completed
ORD-004498,CUST-00178,PROD-0043,2025-12-04,2,0.079,191.1,176.0,Completed
ORD-004499,CUST-01210,PROD-0034,2025-06-20,6,0.022,2966.52,2901.26,Completed
ORD-004500,CUST-01294,PROD-0029,2026-06-23,1,0.014,462.49,456.02,Completed
ORD-004501,CUST-01947,PROD-0072,2024-09-12,4,0.005,246.52,245.29,Cancelled
ORD-004502,CUST-02072,PROD-0031,2026-07-22,2,0.062,327.82,307.5,Completed
ORD-004503,CUST-00774,PROD-0024,2025-05-30,4,0.007,682.96,678.18,Completed
ORD-004504,CUST-00307,PROD-0067,2026-04-07,3,0.029,1434.99,1393.38,Completed
ORD-004505,CUST-02000,PROD-0019,2024-08-05,2,0.043,620.2,593.53,Completed
ORD-004506,CUST-00748,PROD-0044,2026-07-22,2,0.025,957.2,933.27,Completed
ORD-004507,CUST-01077,PROD-0070,2024-10-01,3,0.098,1000.11,902.1,Completed
ORD-004508,CUST-01257,PROD-0048,2026-07-02,1,0.008,88.88,88.17,Completed
ORD-004509,CUST-00889,PROD-0006,2025-09-08,1,0.064,311.01,291.11,Cancelled
ORD-004510,CUST-02175,PROD-0004,2024-08-29,4,0.129,1029.6,896.78,Completed
ORD-004511,CUST-01443,PROD-0068,2025-12-16,7,0.022,3341.87,3268.35,Completed
ORD-004512,CUST-01294,PROD-0017,2024-07-20,1,0.094,318.37,288.44,Completed
ORD-004513,CUST-01342,PROD-0007,2025-06-11,3,0.047,1040.37,991.47,Completed
ORD-004514,CUST-02131,PROD-0006,2025-12-26,11,0.088,3421.11,3120.05,Completed
ORD-004515,CUST-00454,PROD-0012,2026-02-09,3,0.037,1484.16,1429.25,Completed
ORD-004516,CUST-01882,PROD-0018,2024-03-09,1,0.021,410.64,402.02,Completed
ORD-004517,CUST-01991,PROD-0073,2025-09-10,2,0.024,277.74,271.07,Completed
ORD-004518,CUST-02069,PROD-0003,2026-03-13,1,0.11,281.07,250.15,Completed
ORD-004519,CUST-00831,PROD-0025,2024-07-07,1,0.029,118.41,114.98,Completed
ORD-004520,CUST-02137,PROD-0063,2025-09-19,1,0.039,469.36,451.05,Completed
ORD-004521,CUST-00293,PROD-0062,2026-06-28,1,0.05,474.89,451.15,Completed
ORD-004522,CUST-01505,PROD-0022,2024-08-08,3,0.008,97.47,96.69,Completed
ORD-004523,CUST-01835,PROD-0038,2025-04-28,2,0.005,489.84,487.39,Completed
ORD-004524,CUST-01781,PROD-0021,2025-11-11,1,0.07,451.82,420.19,Completed
ORD-004525,CUST-01503,PROD-0002,2026-01-06,2,0.001,963.56,962.6,Completed
ORD-004526,CUST-01909,PROD-0039,2026-04-18,1,0.04,253.83,243.68,Completed
ORD-004527,CUST-00022,PROD-0001,2026-07-15,2,0.039,651.62,626.21,Completed
ORD-004528,CUST-02090,PROD-0019,2024-10-17,3,0.008,930.3,922.86,Cancelled
ORD-004529,CUST-00340,PROD-0068,2026-03-18,5,0.02,2387.05,2339.31,Completed
ORD-004530,CUST-02011,PROD-0029,2026-04-23,1,0.016,462.49,455.09,Completed
ORD-004531,CUST-01052,PROD-0033,2026-07-27,1,0.061,108.08,101.49,Completed
ORD-004532,CUST-00364,PROD-0047,2026-05-09,1,0.048,398.52,379.39,Completed
ORD-004533,CUST-01724,PROD-0024,2026-06-18,1,0.02,170.74,167.33,Completed
ORD-004534,CUST-02193,PROD-0071,2025-11-11,1,0.049,419.06,398.53,Completed
ORD-004535,CUST-00983,PROD-0044,2026-06-15,1,0.083,478.6,438.88,Completed
ORD-004536,CUST-00382,PROD-0046,2026-05-26,4,0.123,1911.96,1676.79,Refunded
ORD-004537,CUST-02100,PROD-0060,2026-03-26,1,0.04,86.6,83.14,Completed
ORD-004538,CUST-00550,PROD-0067,2025-12-21,3,0.14,1434.99,1234.09,Refunded
ORD-004539,CUST-01493,PROD-0007,2026-04-29,2,0.121,693.58,609.66,Completed
ORD-004540,CUST-00744,PROD-0045,2024-08-28,5,0.1,1455.2,1309.68,Refunded
ORD-004541,CUST-00661,PROD-0038,2026-04-28,3,0.058,734.76,692.14,Completed
ORD-004542,CUST-01337,PROD-0064,2025-04-07,1,0.008,439.52,436.0,Completed
ORD-004543,CUST-00977,PROD-0040,2026-04-29,1,0.069,177.22,164.99,Completed
ORD-004544,CUST-01589,PROD-0055,2026-01-25,2,0.049,116.1,110.41,Completed
ORD-004545,CUST-00627,PROD-0060,2024-12-12,1,0.051,86.6,82.18,Completed
ORD-004546,CUST-00174,PROD-0034,2026-07-18,2,0.029,988.84,960.16,Cancelled
ORD-004547,CUST-01425,PROD-0010,2025-07-18,1,0.023,229.74,224.46,Completed
ORD-004548,CUST-00296,PROD-0075,2025-04-28,2,0.028,448.5,435.94,Completed
ORD-004549,CUST-00091,PROD-0018,2025-09-13,2,0.016,821.28,808.14,Completed
ORD-004550,CUST-02174,PROD-0009,2026-02-22,5,0.006,2304.1,2290.28,Completed
ORD-004551,CUST-01769,PROD-0016,2026-02-04,1,0.111,287.73,255.79,Completed
ORD-004552,CUST-00312,PROD-0069,2025-11-13,1,0.077,53.85,49.7,Completed
ORD-004553,CUST-00963,PROD-0055,2026-06-17,1,0.085,58.05,53.12,Refunded
ORD-004554,CUST-01290,PROD-0002,2024-07-24,1,0.079,481.78,443.72,Completed
ORD-004555,CUST-02080,PROD-0056,2025-12-01,1,0.092,231.72,210.4,Completed
ORD-004556,CUST-00259,PROD-0075,2025-06-11,1,0.079,224.25,206.53,Completed
ORD-004557,CUST-01724,PROD-0007,2025-12-02,1,0.114,346.79,307.26,Completed
ORD-004558,CUST-01918,PROD-0015,2026-02-23,2,0.029,390.64,379.31,Completed
ORD-004559,CUST-00725,PROD-0029,2025-07-24,1,0.019,462.49,453.7,Completed
ORD-004560,CUST-00105,PROD-0052,2024-03-05,1,0.009,152.73,151.36,Completed
ORD-004561,CUST-00508,PROD-0023,2025-08-19,3,0.027,1218.39,1185.49,Completed
ORD-004562,CUST-00122,PROD-0069,2025-03-16,1,0.028,53.85,52.34,Completed
ORD-004563,CUST-00884,PROD-0080,2026-06-09,5,0.013,1088.7,1074.55,Completed
ORD-004564,CUST-01397,PROD-0035,2025-11-13,3,0.059,1310.19,1232.89,Completed
ORD-004565,CUST-02101,PROD-0027,2025-11-23,1,0.039,185.27,178.04,Completed
ORD-004566,CUST-01907,PROD-0021,2026-03-23,1,0.003,451.82,450.46,Completed
ORD-004567,CUST-02015,PROD-0029,2026-01-18,2,0.022,924.98,904.63,Completed
ORD-004568,CUST-00596,PROD-0016,2026-06-11,1,0.02,287.73,281.98,Completed
ORD-004569,CUST-00091,PROD-0007,2025-11-21,2,0.026,693.58,675.55,Completed
ORD-004570,CUST-00197,PROD-0010,2026-04-13,4,0.016,918.96,904.26,Completed
ORD-004571,CUST-01997,PROD-0073,2025-11-30,1,0.025,138.87,135.4,Completed
ORD-004572,CUST-01573,PROD-0063,2026-03-01,1,0.027,469.36,456.69,Completed
ORD-004573,CUST-02086,PROD-0042,2025-10-23,3,0.017,854.4,839.88,Completed
ORD-004574,CUST-00618,PROD-0072,2026-03-25,1,0.084,61.63,56.45,Completed
ORD-004575,CUST-01254,PROD-0004,2026-07-24,6,0.02,1544.4,1513.51,Completed
ORD-004576,CUST-01793,PROD-0056,2025-03-23,1,0.068,231.72,215.96,Completed
ORD-004577,CUST-02022,PROD-0050,2025-10-28,2,0.021,420.04,411.22,Completed
ORD-004578,CUST-00314,PROD-0057,2026-03-16,1,0.059,486.6,457.89,Completed
ORD-004579,CUST-00615,PROD-0016,2025-12-10,2,0.0,575.46,575.46,Completed
ORD-004580,CUST-00569,PROD-0023,2025-11-09,2,0.046,812.26,774.9,Completed
ORD-004581,CUST-00542,PROD-0079,2026-01-20,1,0.016,474.83,467.23,Completed
ORD-004582,CUST-00602,PROD-0008,2026-01-31,1,0.053,354.43,335.65,Completed
ORD-004583,CUST-00178,PROD-0062,2025-06-02,3,0.054,1424.67,1347.74,Completed
ORD-004584,CUST-01612,PROD-0058,2026-01-24,2,0.052,965.38,915.18,Completed
ORD-004585,CUST-01089,PROD-0049,2026-04-15,2,0.036,576.16,555.42,Completed
ORD-004586,CUST-00735,PROD-0014,2024-11-24,2,0.017,492.26,483.89,Completed
ORD-004587,CUST-01484,PROD-0029,2025-10-29,1,0.053,462.49,437.98,Completed
ORD-004588,CUST-01656,PROD-0019,2025-12-08,1,0.07,310.1,288.39,Completed
ORD-004589,CUST-01097,PROD-0033,2024-05-05,1,0.043,108.08,103.43,Completed
ORD-004590,CUST-01764,PROD-0059,2025-06-17,3,0.091,1088.73,989.66,Completed
ORD-004591,CUST-01387,PROD-0001,2025-10-07,2,0.09,651.62,592.97,Completed
ORD-004592,CUST-00569,PROD-0012,2025-05-12,8,0.058,3957.76,3728.21,Refunded
ORD-004593,CUST-01354,PROD-0072,2026-06-12,3,0.013,184.89,182.49,Completed
ORD-004594,CUST-01895,PROD-0031,2025-09-02,3,0.132,491.73,426.82,Cancelled
ORD-004595,CUST-00395,PROD-0062,2026-04-28,2,0.085,949.78,869.05,Completed
ORD-004596,CUST-01687,PROD-0014,2026-06-09,3,0.043,738.39,706.64,Completed
ORD-004597,CUST-01372,PROD-0045,2026-04-15,1,0.073,291.04,269.79,Cancelled
ORD-004598,CUST-01108,PROD-0009,2025-05-10,1,0.121,460.82,405.06,Completed
ORD-004599,CUST-00334,PROD-0009,2026-05-17,2,0.019,921.64,904.13,Completed
ORD-004600,CUST-00952,PROD-0002,2025-10-22,1,0.115,481.78,426.38,Completed
ORD-004601,CUST-00249,PROD-0021,2026-04-01,2,0.092,903.64,820.51,Cancelled
ORD-004602,CUST-00807,PROD-0027,2026-04-25,3,0.001,555.81,555.25,Completed
ORD-004603,CUST-02142,PROD-0051,2024-09-29,1,0.046,448.03,427.42,Completed
ORD-004604,CUST-00703,PROD-0020,2026-07-12,7,0.018,1023.68,1005.25,Completed
ORD-004605,CUST-00364,PROD-0053,2026-03-30,2,0.026,955.68,930.83,Completed
ORD-004606,CUST-01381,PROD-0070,2026-07-05,2,0.04,666.74,640.07,Completed
ORD-004607,CUST-00726,PROD-0053,2025-06-12,4,0.007,1911.36,1897.98,Completed
ORD-004608,CUST-01897,PROD-0051,2024-08-12,7,0.062,3136.21,2941.76,Completed
ORD-004609,CUST-00303,PROD-0002,2026-06-15,2,0.04,963.56,925.02,Completed
ORD-004610,CUST-00967,PROD-0011,2026-03-02,3,0.004,445.68,443.9,Completed
ORD-004611,CUST-02111,PROD-0076,2025-05-16,1,0.013,359.31,354.64,Completed
ORD-004612,CUST-00837,PROD-0019,2025-12-08,1,0.002,310.1,309.48,Completed
ORD-004613,CUST-01984,PROD-0018,2026-05-20,4,0.038,1642.56,1580.14,Completed
ORD-004614,CUST-01900,PROD-0021,2026-07-19,2,0.036,903.64,871.11,Completed
ORD-004615,CUST-00630,PROD-0001,2026-03-11,1,0.114,325.81,288.67,Completed
ORD-004616,CUST-01165,PROD-0009,2026-02-22,1,0.038,460.82,443.31,Completed
ORD-004617,CUST-01203,PROD-0051,2026-06-26,4,0.057,1792.12,1689.97,Completed
ORD-004618,CUST-00605,PROD-0071,2026-05-29,3,0.115,1257.18,1112.6,Completed
ORD-004619,CUST-01687,PROD-0003,2026-05-13,1,0.033,281.07,271.79,Cancelled
ORD-004620,CUST-01823,PROD-0053,2025-09-12,1,0.01,477.84,473.06,Completed
ORD-004621,CUST-00656,PROD-0077,2024-06-02,1,0.116,129.88,114.81,Completed
ORD-004622,CUST-00876,PROD-0057,2024-08-25,5,0.058,2433.0,2291.89,Completed
ORD-004623,CUST-00997,PROD-0055,2026-05-20,1,0.004,58.05,57.82,Refunded
ORD-004624,CUST-02139,PROD-0025,2025-12-21,8,0.028,947.28,920.76,Completed
ORD-004625,CUST-00767,PROD-0062,2026-06-18,1,0.03,474.89,460.64,Completed
ORD-004626,CUST-01191,PROD-0047,2026-05-12,1,0.041,398.52,382.18,Completed
ORD-004627,CUST-01785,PROD-0013,2026-07-19,4,0.086,173.0,158.12,Completed
ORD-004628,CUST-01647,PROD-0066,2025-12-07,1,0.012,366.74,362.34,Cancelled
ORD-004629,CUST-00850,PROD-0045,2025-11-22,1,0.011,291.04,287.84,Completed
ORD-004630,CUST-00778,PROD-0035,2025-10-22,1,0.027,436.73,424.94,Completed
ORD-004631,CUST-01770,PROD-0046,2026-05-05,3,0.037,1433.97,1380.91,Completed
ORD-004632,CUST-00919,PROD-0066,2025-07-28,2,0.018,733.48,720.28,Cancelled
ORD-004633,CUST-00389,PROD-0011,2026-05-24,2,0.003,297.12,296.23,Completed
ORD-004634,CUST-01311,PROD-0031,2026-05-07,6,0.027,983.46,956.91,Refunded
ORD-004635,CUST-00638,PROD-0067,2025-05-14,1,0.085,478.33,437.67,Completed
ORD-004636,CUST-01652,PROD-0021,2026-03-06,3,0.103,1355.46,1215.85,Completed
ORD-004637,CUST-02069,PROD-0079,2025-10-27,2,0.003,949.66,946.81,Completed
ORD-004638,CUST-00186,PROD-0061,2026-07-26,4,0.001,1836.4,1834.56,Completed
ORD-004639,CUST-00364,PROD-0030,2026-06-12,3,0.007,834.36,828.52,Completed
ORD-004640,CUST-01926,PROD-0024,2026-07-27,1,0.028,170.74,165.96,Completed
ORD-004641,CUST-00829,PROD-0075,2026-04-25,1,0.013,224.25,221.33,Completed
ORD-004642,CUST-01142,PROD-0019,2026-03-27,3,0.023,930.3,908.9,Completed
ORD-004643,CUST-00766,PROD-0055,2026-02-08,1,0.041,58.05,55.67,Completed
ORD-004644,CUST-00834,PROD-0022,2026-02-22,1,0.06,32.49,30.54,Completed
ORD-004645,CUST-00293,PROD-0076,2026-07-16,1,0.015,359.31,353.92,Refunded
ORD-004646,CUST-00160,PROD-0052,2024-03-04,1,0.027,152.73,148.61,Completed
ORD-004647,CUST-00110,PROD-0019,2025-09-28,4,0.02,1240.4,1215.59,Completed
ORD-004648,CUST-00563,PROD-0006,2026-06-03,1,0.04,311.01,298.57,Completed
ORD-004649,CUST-01063,PROD-0030,2026-01-13,2,0.07,556.24,517.3,Completed
ORD-004650,CUST-00600,PROD-0080,2025-09-26,3,0.069,653.22,608.15,Completed
ORD-004651,CUST-00336,PROD-0037,2025-10-11,2,0.022,266.66,260.79,Completed
ORD-004652,CUST-01794,PROD-0016,2026-06-17,2,0.018,575.46,565.1,Completed
ORD-004653,CUST-00914,PROD-0053,2026-07-30,1,0.058,477.84,450.13,Refunded
ORD-004654,CUST-01713,PROD-0074,2026-06-24,2,0.073,592.88,549.6,Completed
ORD-004655,CUST-01632,PROD-0057,2026-07-19,4,0.053,1946.4,1843.24,Completed
