customer_id,signup_date,region,segment,acquisition_channel
CUST-00525,2025-08-26,Germany,Consumer,Referral
CUST-00526,2024-08-17,UAE,SMB,Direct
CUST-00527,2025-06-23,UAE,Mid-Market,Partner
CUST-00528,2026-02-24,UAE,Consumer,Paid Search
CUST-00529,2026-02-07,Germany,SMB,Referral
CUST-00530,2025-01-20,Germany,SMB,Partner
CUST-00531,2026-05-08,UK,Mid-Market,Referral
CUST-00532,2024-10-28,UAE,SMB,Paid Search
CUST-00533,2025-10-19,UAE,Mid-Market,Partner
CUST-00534,2024-03-04,Germany,Consumer,Direct
CUST-00535,2024-09-05,UAE,Consumer,Partner
CUST-00536,2025-10-01,UK,Enterprise,Organic
CUST-00537,2024-09-28,India,Mid-Market,Direct
CUST-00538,2024-09-11,Germany,Consumer,Referral
CUST-00539,2025-01-28,India,Consumer,Direct
CUST-00540,2025-08-31,India,Consumer,Direct
CUST-00541,2024-05-17,India,Mid-Market,Partner
CUST-00542,2024-10-16,US,Mid-Market,Paid Search
CUST-00543,2025-08-10,UAE,Enterprise,Paid Search
CUST-00544,2025-11-26,UK,SMB,Paid Search
CUST-00545,2025-01-11,Germany,SMB,Referral
CUST-00546,2026-05-12,US,SMB,Paid Search
CUST-00547,2024-12-13,India,Mid-Market,Partner
CUST-00548,2026-05-31,UK,Mid-Market,Direct
CUST-00549,2025-09-13,US,Mid-Market,Organic
CUST-00550,2024-12-13,UK,Mid-Market,Partner
CUST-00551,2024-04-19,US,Consumer,Partner
CUST-00552,2025-09-06,UAE,SMB,Organic
CUST-00553,2024-08-23,Germany,SMB,Partner
CUST-00554,2024-02-04,UK,Enterprise,Direct
CUST-00555,2024-01-04,US,Consumer,Direct
CUST-00556,2024-02-11,Germany,Consumer,Organic
CUST-00557,2025-09-23,UAE,SMB,Organic
CUST-00558,2024-12-23,UK,Mid-Market,Referral
CUST-00559,2024-09-01,India,SMB,Direct
CUST-00560,2026-06-04,Germany,SMB,Paid Search
CUST-00561,2025-10-10,Germany,Consumer,Organic
CUST-00562,2026-03-13,Germany,Consumer,Organic
CUST-00563,2024-08-28,US,Mid-Market,Partner
CUST-00564,2025-10-24,Germany,Enterprise,Referral
CUST-00565,2025-04-25,UK,SMB,Partner
CUST-00566,2024-10-03,Germany,Consumer,Paid Search
CUST-00567,2024-05-18,Germany,Consumer,Organic
CUST-00568,2025-11-28,India,Consumer,Organic
CUST-00569,2024-09-18,US,Mid-Market,Organic
CUST-00570,2024-08-02,UK,Consumer,Partner
CUST-00571,2026-06-06,UK,Enterprise,Referral
CUST-00572,2024-10-13,India,Enterprise,Referral
CUST-00573,2025-07-03,UAE,Mid-Market,Referral
CUST-00574,2025-04-07,US,Consumer,Referral
CUST-00575,2025-02-27,US,Enterprise,Organic
CUST-00576,2024-06-17,UK,Mid-Market,Partner
CUST-00577,2026-02-22,UAE,SMB,Organic
CUST-00578,2024-10-16,US,Mid-Market,Direct
CUST-00579,2024-04-09,India,SMB,Organic
CUST-00580,2024-05-16,UK,Consumer,Referral
CUST-00581,2024-08-07,UK,Consumer,Referral
CUST-00582,2025-08-03,India,Mid-Market,Direct
CUST-00583,2025-03-21,India,Enterprise,Partner
CUST-00584,2026-04-02,US,Mid-Market,Paid Search
CUST-00585,2024-11-08,UK,Consumer,Direct
CUST-00586,2024-07-08,India,Mid-Market,Referral
CUST-00587,2024-08-12,India,SMB,Organic
CUST-00588,2025-09-20,UK,SMB,Organic
CUST-00589,2025-06-11,US,SMB,Direct
CUST-00590,2026-01-03,US,Consumer,Organic
CUST-00591,2026-02-21,UK,Enterprise,Direct
CUST-00592,2024-12-28,India,Consumer,Partner
CUST-00593,2025-07-21,India,SMB,Referral
CUST-00594,2024-01-04,UK,SMB,Partner
CUST-00595,2024-12-23,US,SMB,Referral
CUST-00596,2025-09-20,US,Enterprise,Paid Search
CUST-00597,2024-03-21,India,SMB,Paid Search
CUST-00598,2024-10-05,UK,Enterprise,Partner
CUST-00599,2025-04-10,UAE,Consumer,Partner
CUST-00600,2025-01-13,US,Consumer,Referral
CUST-00601,2025-08-22,US,Mid-Market,Partner
CUST-00602,2024-02-05,UK,Mid-Market,Paid Search
CUST-00603,2025-12-04,India,Mid-Market,Referral
CUST-00604,2024-02-24,US,Consumer,Paid Search
CUST-00605,2025-04-02,UK,Consumer,Paid Search
CUST-00606,2025-11-18,UK,Consumer,Direct
CUST-00607,2026-05-13,India,SMB,Organic
CUST-00608,2024-10-19,UK,Mid-Market,Partner
CUST-00609,2026-01-21,US,Consumer,Partner
CUST-00610,2025-04-02,Germany,SMB,Direct
CUST-00611,2025-05-28,UK,SMB,Partner
CUST-00612,2024-07-29,UAE,Consumer,Paid Search
CUST-00613,2024-03-13,India,Consumer,Partner
CUST-00614,2024-04-14,UAE,Enterprise,Referral
CUST-00615,2025-04-07,UAE,Enterprise,Paid Search
CUST-00616,2025-08-24,Germany,Mid-Market,Organic
CUST-00617,2025-10-13,Germany,Enterprise,Organic
CUST-00618,2025-11-29,UAE,SMB,Referral
CUST-00619,2025-08-31,US,Enterprise,Direct
CUST-00620,2025-01-21,UK,Consumer,Organic
CUST-00621,2025-07-08,US,Mid-Market,Direct
CUST-00622,2025-12-17,UK,SMB,Organic
CUST-00623,2026-04-18,Germany,Mid-Market,Paid Search
CUST-00624,2025-05-01,UK,Enterprise,Direct
CUST-00625,2025-05-04,Germany,Enterprise,Direct
CUST-00626,2024-07-28,UAE,Consumer,Paid Search
CUST-00627,2024-01-11,India,Consumer,Referral
CUST-00628,2025-12-29,US,SMB,Partner
CUST-00629,2025-02-05,India,Enterprise,Partner
CUST-00630,2026-02-05,India,SMB,Organic
CUST-00631,2024-12-13,India,SMB,Referral
CUST-00632,2024-07-12,UK,SMB,Partner
CUST-00633,2024-05-13,Germany,SMB,Partner
CUST-00634,2026-04-25,US,SMB,Partner
CUST-00635,2024-08-07,Germany,Consumer,Direct
CUST-00636,2025-07-16,UK,Consumer,Referral
CUST-00637,2024-03-27,US,SMB,Direct
CUST-00638,2024-07-04,UAE,Mid-Market,Partner
CUST-00639,2024-10-07,UK,Consumer,Direct
CUST-00640,2025-09-26,Germany,Mid-Market,Direct
CUST-00641,2026-02-15,UAE,Consumer,Organic
CUST-00642,2025-03-31,UAE,Consumer,Partner
CUST-00643,2024-11-18,UK,Consumer,Organic
CUST-00644,2024-02-08,US,Consumer,Referral
CUST-00645,2024-03-28,India,Mid-Market,Referral
CUST-00646,2025-10-02,US,Enterprise,Organic
CUST-00647,2024-09-12,UK,SMB,Referral
CUST-00648,2025-09-19,UK,Consumer,Partner
CUST-00649,2026-03-24,UK,Mid-Market,Direct
CUST-00650,2026-06-12,US,SMB,Partner
CUST-00651,2024-11-23,Germany,Mid-Market,Paid Search
CUST-00652,2025-10-24,US,Consumer,Referral
CUST-00653,2024-09-23,UK,Consumer,Referral
CUST-00654,2026-04-18,India,Consumer,Paid Search
CUST-00655,2026-03-24,Germany,SMB,Paid Search
CUST-00656,2024-02-23,US,Mid-Market,Paid Search
CUST-00657,2024-07-28,US,Mid-Market,Paid Search
CUST-00658,2025-08-19,US,SMB,Organic
CUST-00659,2026-06-17,Germany,Consumer,Organic
CUST-00660,2024-03-07,UK,Enterprise,Direct
CUST-00661,2026-01-16,UAE,Consumer,Partner
CUST-00662,2024-02-23,Germany,Consumer,Partner
CUST-00663,2026-05-25,India,Consumer,Organic
CUST-00664,2024-01-29,UAE,Consumer,Direct
CUST-00665,2026-03-25,India,Consumer,Direct
CUST-00666,2024-06-29,US,Mid-Market,Organic
CUST-00667,2024-01-04,India,SMB,Referral
CUST-00668,2025-04-02,UK,SMB,Direct
CUST-00669,2024-05-20,Germany,Mid-Market,Organic
CUST-00670,2024-04-08,UK,Consumer,Organic
CUST-00671,2025-04-06,India,Enterprise,Referral
CUST-00672,2025-12-26,US,Consumer,Direct
CUST-00673,2025-08-31,UAE,Mid-Market,Partner
CUST-00674,2025-09-16,UK,Consumer,Referral
CUST-00675,2024-08-13,UK,Mid-Market,Organic
CUST-00676,2024-06-10,Germany,SMB,Direct
CUST-00677,2025-02-04,UAE,Consumer,Organic
CUST-00678,2024-10-05,Germany,Mid-Market,Referral
CUST-00679,2025-06-17,India,SMB,Partner
CUST-00680,2025-02-16,Germany,Mid-Market,Organic
CUST-00681,2026-05-12,Germany,Consumer,Paid Search
CUST-00682,2025-07-14,India,SMB,Partner
CUST-00683,2025-09-29,US,Consumer,Referral
CUST-00684,2024-02-29,UK,Enterprise,Paid Search
CUST-00685,2025-06-27,UK,Mid-Market,Referral
CUST-00686,2024-05-20,UK,Consumer,Paid Search
CUST-00687,2025-01-12,UK,Consumer,Organic
CUST-00688,2024-06-26,UK,Consumer,Paid Search
CUST-00689,2026-02-18,UK,SMB,Direct
CUST-00690,2025-01-23,UAE,Consumer,Partner
CUST-00691,2024-07-15,UAE,SMB,Organic
CUST-00692,2025-02-06,India,SMB,Referral
CUST-00693,2025-01-09,US,SMB,Organic
CUST-00694,2026-05-06,Germany,SMB,Organic
CUST-00695,2024-08-03,US,SMB,Direct
CUST-00696,2025-12-04,US,Mid-Market,Paid Search
CUST-00697,2024-03-19,US,SMB,Referral
CUST-00698,2024-09-02,India,SMB,Organic
CUST-00699,2026-06-19,Germany,Consumer,Direct
CUST-00700,2024-06-04,UK,Mid-Market,Direct
CUST-00701,2025-11-21,UAE,Mid-Market,Organic
CUST-00702,2025-12-13,UK,Mid-Market,Organic
CUST-00703,2024-02-06,US,SMB,Referral
CUST-00704,2025-08-14,US,Consumer,Organic
CUST-00705,2025-08-16,India,SMB,Partner
CUST-00706,2024-05-10,India,Mid-Market,Paid Search
CUST-00707,2026-01-07,UK,Consumer,Referral
CUST-00708,2025-04-21,UK,Consumer,Partner
CUST-00709,2026-06-02,US,Consumer,Referral
CUST-00710,2024-09-23,UK,SMB,Partner
CUST-00711,2026-04-21,Germany,Mid-Market,Referral
CUST-00712,2025-02-25,India,SMB,Partner
CUST-00713,2025-03-18,Germany,Mid-Market,Partner
CUST-00714,2024-05-06,UK,Consumer,Paid Search
CUST-00715,2024-07-08,Germany,Mid-Market,Referral
CUST-00716,2026-03-17,US,Consumer,Organic
CUST-00717,2025-10-31,US,SMB,Referral
CUST-00718,2025-12-21,India,SMB,Direct
CUST-00719,2025-02-21,UAE,Consumer,Paid Search
CUST-00720,2024-06-03,India,Consumer,Referral
CUST-00721,2026-03-17,UAE,SMB,Paid Search
CUST-00722,2025-10-24,UK,Consumer,Partner
CUST-00723,2025-12-23,India,Consumer,Referral
CUST-00724,2026-03-27,India,Enterprise,Direct
CUST-00725,2024-12-11,India,Consumer,Direct
CUST-00726,2024-06-12,US,SMB,Organic
CUST-00727,2026-06-12,India,SMB,Partner
CUST-00728,2025-09-23,UAE,Mid-Market,Referral
CUST-00729,2026-01-03,US,Enterprise,Partner
CUST-00730,2024-10-07,India,Enterprise,Partner
CUST-00731,2025-10-14,India,Mid-Market,Partner
CUST-00732,2024-03-16,UK,Consumer,Organic
CUST-00733,2024-08-01,UAE,Consumer,Direct
CUST-00734,2024-03-13,India,SMB,Referral
CUST-00735,2024-10-03,UAE,Enterprise,Direct
CUST-00736,2024-07-04,Germany,SMB,Direct
CUST-00737,2025-02-13,UAE,Consumer,Direct
CUST-00738,2026-04-08,India,SMB,Direct
CUST-00739,2026-01-07,UK,Consumer,Paid Search
CUST-00740,2025-09-14,UK,Mid-Market,Referral
CUST-00741,2025-06-05,UK,Consumer,Direct
CUST-00742,2025-10-03,Germany,Enterprise,Referral
CUST-00743,2025-05-07,UK,Enterprise,Organic
CUST-00744,2024-01-25,UK,SMB,Referral
CUST-00745,2025-02-24,UK,Mid-Market,Organic
CUST-00746,2024-08-28,UAE,Enterprise,Partner
CUST-00747,2025-04-09,India,Mid-Market,Paid Search
CUST-00748,2026-01-13,India,SMB,Direct
CUST-00749,2024-04-07,UK,Mid-Market,Direct
CUST-00750,2024-10-18,Germany,Consumer,Paid Search
CUST-00751,2026-04-12,US,Consumer,Referral
CUST-00752,2024-04-14,UAE,Enterprise,Organic
CUST-00753,2025-09-15,US,SMB,Paid Search
CUST-00754,2025-04-15,Germany,Consumer,Paid Search
CUST-00755,2024-07-23,UK,SMB,Paid Search
CUST-00756,2024-03-18,UAE,Consumer,Partner
CUST-00757,2025-07-21,US,Consumer,Paid Search
CUST-00758,2024-07-24,Germany,SMB,Referral
CUST-00759,2025-12-23,UAE,SMB,Organic
CUST-00760,2024-03-02,UAE,Consumer,Direct
CUST-00761,2025-04-09,UAE,SMB,Organic
CUST-00762,2026-04-14,UAE,Consumer,Referral
CUST-00763,2025-12-20,India,Consumer,Paid Search
CUST-00764,2025-11-18,UAE,SMB,Organic
CUST-00765,2024-12-01,UAE,Consumer,Partner
CUST-00766,2024-05-22,India,Consumer,Direct
CUST-00767,2026-01-12,Germany,SMB,Direct
CUST-00768,2024-07-29,UK,Consumer,Partner
CUST-00769,2025-01-06,Germany,Consumer,Organic
CUST-00770,2026-02-12,UAE,Mid-Market,Direct
CUST-00771,2024-06-27,UK,Consumer,Direct
CUST-00772,2025-02-04,India,SMB,Partner
CUST-00773,2024-09-02,UK,Consumer,Direct
CUST-00774,2024-09-02,UK,SMB,Organic
CUST-00775,2024-07-14,India,SMB,Paid Search
CUST-00776,2026-06-09,US,Mid-Market,Partner
CUST-00777,2025-07-19,UK,Consumer,Direct
CUST-00778,2025-02-26,India,Enterprise,Partner
CUST-00779,2026-02-07,India,Enterprise,Organic
CUST-00780,2025-03-10,UK,Consumer,Direct
CUST-00781,2025-03-12,UK,Consumer,Direct
CUST-00782,2024-09-04,UAE,Enterprise,Partner
CUST-00783,2025-02-21,UAE,SMB,Partner
CUST-00784,2025-09-28,India,Mid-Market,Referral
CUST-00785,2025-10-28,India,SMB,Organic
CUST-00786,2024-05-22,US,SMB,Direct
CUST-00787,2024-11-27,UAE,SMB,Referral
CUST-00788,2024-12-12,UAE,SMB,Direct
CUST-00789,2025-11-01,India,SMB,Paid Search
CUST-00790,2026-03-23,UAE,Mid-Market,Direct
CUST-00791,2025-01-19,US,SMB,Referral
CUST-00792,2024-05-24,US,Mid-Market,Partner
CUST-00793,2025-11-09,Germany,SMB,Direct
CUST-00794,2026-04-16,UK,Consumer,Direct
CUST-00795,2024-05-13,UAE,Mid-Market,Direct
CUST-00796,2024-08-14,US,Mid-Market,Direct
CUST-00797,2026-06-11,UK,SMB,Organic
CUST-00798,2026-03-29,UK,SMB,Direct
CUST-00799,2024-04-05,India,SMB,Partner
CUST-00800,2025-11-11,UK,Mid-Market,Direct
CUST-00801,2025-09-04,Germany,SMB,Organic
CUST-00802,2025-01-17,Germany,Consumer,Organic
CUST-00803,2024-08-07,US,Consumer,Paid Search
CUST-00804,2024-05-02,Germany,Consumer,Paid Search
CUST-00805,2025-05-02,US,Consumer,Referral
CUST-00806,2024-06-02,India,Consumer,Referral
CUST-00807,2026-02-16,Germany,Consumer,Organic
CUST-00808,2024-08-04,US,Consumer,Paid Search
CUST-00809,2024-10-05,US,SMB,Direct
CUST-00810,2024-03-21,UAE,SMB,Partner
CUST-00811,2024-04-22,US,SMB,Referral
CUST-00812,2024-08-18,UAE,Enterprise,Paid Search
CUST-00813,2025-11-19,Germany,Consumer,Partner
CUST-00814,2025-01-15,UAE,Consumer,Direct
CUST-00815,2025-05-26,UK,Consumer,Partner
CUST-00816,2025-05-08,India,Mid-Market,Organic
CUST-00817,2025-03-16,India,Consumer,Direct
CUST-00818,2025-07-07,UK,SMB,Referral
CUST-00819,2024-08-10,India,Consumer,Partner
CUST-00820,2026-05-13,UAE,Enterprise,Direct
CUST-00821,2024-12-26,India,Consumer,Paid Search
CUST-00822,2024-06-30,UK,Consumer,Partner
CUST-00823,2024-01-09,India,Consumer,Partner
CUST-00824,2026-03-05,India,Enterprise,Paid Search
CUST-00825,2025-04-09,India,SMB,Organic
CUST-00826,2024-03-11,India,SMB,Organic
CUST-00827,2024-11-10,UK,Consumer,Partner
CUST-00828,2026-02-10,Germany,Enterprise,Organic
CUST-00829,2025-11-03,India,Consumer,Direct
CUST-00830,2025-07-13,UK,Mid-Market,Direct
CUST-00831,2024-03-08,UK,Mid-Market,Partner
CUST-00832,2024-08-16,UK,SMB,Paid Search
CUST-00833,2024-11-14,US,Mid-Market,Paid Search
CUST-00834,2025-05-15,UAE,Enterprise,Direct
CUST-00835,2025-12-07,UAE,SMB,Paid Search
CUST-00836,2026-01-30,UK,Consumer,Partner
CUST-00837,2025-01-02,US,SMB,Partner
CUST-00838,2026-05-10,UK,Consumer,Direct
CUST-00839,2024-01-15,US,Mid-Market,Organic
CUST-00840,2024-10-09,Germany,Consumer,Organic
CUST-00841,2026-05-05,India,Consumer,Paid Search
CUST-00842,2026-05-04,UK,SMB,Referral
CUST-00843,2024-11-17,UK,Mid-Market,Direct
CUST-00844,2025-05-12,UK,Consumer,Direct
CUST-00845,2024-02-07,India,SMB,Organic
CUST-00846,2024-03-07,UAE,Consumer,Referral
CUST-00847,2025-05-22,US,SMB,Organic
CUST-00848,2025-08-08,US,Enterprise,Partner
CUST-00849,2024-11-05,India,Consumer,Partner
CUST-00850,2025-08-25,US,Consumer,Direct
CUST-00851,2025-02-21,UAE,SMB,Paid Search
CUST-00852,2025-10-17,UK,SMB,Direct
CUST-00853,2026-01-01,US,Consumer,Direct
CUST-00854,2025-08-05,UAE,Mid-Market,Direct
CUST-00855,2026-05-13,US,Consumer,Partner
CUST-00856,2025-11-08,UAE,Consumer,Partner
CUST-00857,2025-12-05,US,Consumer,Direct
CUST-00858,2026-06-27,UK,SMB,Partner
CUST-00859,2024-10-12,UK,SMB,Referral
CUST-00860,2024-02-05,US,SMB,Partner
CUST-00861,2025-02-22,UAE,Mid-Market,Partner
CUST-00862,2026-01-04,UAE,Consumer,Paid Search
CUST-00863,2025-10-21,UAE,SMB,Organic
CUST-00864,2025-03-19,Germany,SMB,Partner
CUST-00865,2024-09-17,Germany,Consumer,Direct
CUST-00866,2026-02-22,US,Consumer,Paid Search
CUST-00867,2024-01-21,US,Consumer,Organic
CUST-00868,2024-10-21,UAE,Consumer,Paid Search
CUST-00869,2026-06-24,UK,Consumer,Partner
CUST-00870,2025-07-03,UAE,Enterprise,Direct
CUST-00871,2025-04-27,Germany,Consumer,Partner
CUST-00872,2026-01-09,US,Enterprise,Referral
CUST-00873,2024-06-05,India,Enterprise,Organic
CUST-00874,2024-07-03,India,SMB,Organic
CUST-00875,2024-02-25,Germany,SMB,Organic
CUST-00876,2024-07-13,UK,Enterprise,Paid Search
CUST-00877,2025-04-23,Germany,SMB,Paid Search
CUST-00878,2026-01-09,India,Consumer,Partner
CUST-00879,2024-07-08,UK,Consumer,Referral
CUST-00880,2025-06-23,Germany,SMB,Direct
CUST-00881,2025-05-25,US,Enterprise,Referral
CUST-00882,2025-03-06,Germany,Mid-Market,Direct
CUST-00883,2026-03-01,India,Mid-Market,Referral
CUST-00884,2024-07-19,India,SMB,Direct
CUST-00885,2024-05-02,India,Mid-Market,Referral
CUST-00886,2025-12-21,US,Consumer,Direct
CUST-00887,2026-06-17,UK,Consumer,Partner
CUST-00888,2024-02-24,UK,Consumer,Organic
CUST-00889,2025-07-29,UK,Enterprise,Partner
CUST-00890,2026-05-12,Germany,SMB,Organic
CUST-00891,2025-05-07,India,Enterprise,Direct
CUST-00892,2024-10-15,India,Mid-Market,Referral
CUST-00893,2024-10-04,Germany,Mid-Market,Direct
CUST-00894,2025-10-26,India,Mid-Market,Referral
CUST-00895,2025-11-13,US,Consumer,Paid Search
CUST-00896,2026-01-04,India,Consumer,Partner
CUST-00897,2026-03-02,UK,Mid-Market,Referral
CUST-00898,2025-02-24,Germany,Consumer,Organic
CUST-00899,2025-12-09,UAE,Consumer,Partner
CUST-00900,2025-09-19,US,Consumer,Organic
CUST-00901,2024-11-02,US,SMB,Paid Search
CUST-00902,2024-04-25,India,Consumer,Referral
CUST-00903,2026-05-30,UK,SMB,Organic
CUST-00904,2026-05-31,UK,Consumer,Direct
CUST-00905,2024-04-07,US,Consumer,Direct
CUST-00906,2026-06-30,Germany,Consumer,Direct
CUST-00907,2025-12-30,Germany,SMB,Organic
CUST-00908,2024-11-19,UK,SMB,Partner
CUST-00909,2025-06-15,UK,SMB,Paid Search
CUST-00910,2024-11-22,UK,Consumer,Partner
CUST-00911,2024-09-20,UK,SMB,Paid Search
CUST-00912,2025-11-29,UK,Consumer,Paid Search
CUST-00913,2026-04-18,Germany,Consumer,Referral
CUST-00914,2026-03-23,UK,Consumer,Partner
CUST-00915,2026-04-30,UK,Mid-Market,Paid Search
CUST-00916,2025-10-29,US,Enterprise,Paid Search
CUST-00917,2026-05-26,India,Consumer,Partner
CUST-00918,2026-06-19,UK,Consumer,Direct
CUST-00919,2025-07-09,UK,Enterprise,Partner
CUST-00920,2024-03-24,UK,Consumer,Referral
CUST-00921,2024-06-06,Germany,SMB,Direct
CUST-00922,2025-03-13,India,Consumer,Paid Search
CUST-00923,2024-01-15,UK,Consumer,Direct
CUST-00924,2024-03-17,Germany,Mid-Market,Organic
CUST-00925,2025-09-18,Germany,Consumer,Paid Search
CUST-00926,2024-07-25,Germany,SMB,Organic
CUST-00927,2024-06-27,UAE,Consumer,Organic
CUST-00928,2024-03-11,US,Mid-Market,Direct
CUST-00929,2024-04-03,India,SMB,Partner
CUST-00930,2024-08-18,UK,Consumer,Referral
CUST-00931,2025-01-09,Germany,Consumer,Referral
CUST-00932,2024-12-27,UAE,Consumer,Referral
CUST-00933,2024-03-01,UK,SMB,Partner
CUST-00934,2024-12-09,US,SMB,Partner
CUST-00935,2025-12-18,UK,SMB,Direct
CUST-00936,2025-08-06,UK,Enterprise,Paid Search
CUST-00937,2024-10-14,UAE,SMB,Direct
CUST-00938,2026-03-11,India,SMB,Partner
CUST-00939,2025-05-13,India,Consumer,Direct
CUST-00940,2024-08-12,UK,Mid-Market,Direct
CUST-00941,2025-12-31,India,Mid-Market,Referral
CUST-00942,2026-02-18,India,Enterprise,Paid Search
CUST-00943,2026-03-02,US,Consumer,Direct
CUST-00944,2024-10-18,India,Consumer,Referral
CUST-00945,2026-05-18,Germany,Consumer,Paid Search
CUST-00946,2025-06-29,UK,Consumer,Direct
CUST-00947,2026-06-02,Germany,Mid-Market,Paid Search
CUST-00948,2025-03-29,UK,SMB,Direct
CUST-00949,2024-02-11,UK,Mid-Market,Referral
CUST-00950,2024-06-30,UAE,Consumer,Referral
CUST-00951,2025-11-21,UK,Consumer,Organic
CUST-00952,2025-09-06,Germany,Enterprise,Paid Search
CUST-00953,2024-10-12,India,Consumer,Partner
CUST-00954,2025-08-22,UK,Enterprise,Organic
CUST-00955,2026-01-22,UK,Consumer,Referral
CUST-00956,2025-05-06,India,SMB,Partner
CUST-00957,2024-05-10,India,Mid-Market,Direct
CUST-00958,2024-06-14,US,SMB,Partner
CUST-00959,2024-03-09,Germany,Mid-Market,Direct
CUST-00960,2025-03-13,US,Enterprise,Paid Search
CUST-00961,2026-03-03,US,Consumer,Partner
CUST-00962,2024-08-02,UK,Enterprise,Partner
CUST-00963,2026-05-08,Germany,Enterprise,Organic
CUST-00964,2024-07-03,US,Consumer,Paid Search
CUST-00965,2025-08-12,Germany,Consumer,Direct
CUST-00966,2025-08-16,UK,Consumer,Partner
CUST-00967,2024-02-20,UK,Enterprise,Partner
CUST-00968,2025-09-13,UK,SMB,Referral
CUST-00969,2026-03-09,UK,Consumer,Direct
CUST-00970,2025-05-29,India,Consumer,Organic
CUST-00971,2025-07-29,UK,Consumer,Paid Search
CUST-00972,2025-12-31,Germany,Mid-Market,Direct
CUST-00973,2026-06-15,UAE,SMB,Referral
CUST-00974,2026-05-14,US,Consumer,Paid Search
CUST-00975,2024-08-09,UK,Consumer,Direct
CUST-00976,2024-02-16,UK,SMB,Referral
CUST-00977,2024-03-24,UK,Enterprise,Paid Search
CUST-00978,2025-05-14,UK,Consumer,Organic
CUST-00979,2026-03-06,Germany,SMB,Organic
CUST-00980,2025-02-10,India,Consumer,Referral
CUST-00981,2024-10-27,India,SMB,Direct
CUST-00982,2024-02-08,UK,SMB,Referral
CUST-00983,2025-12-22,UK,Consumer,Paid Search
CUST-00984,2024-06-14,US,Consumer,Organic
CUST-00985,2025-09-09,UAE,SMB,Partner
CUST-00986,2024-08-05,UK,Consumer,Paid Search
CUST-00987,2024-01-12,UAE,Mid-Market,Organic
CUST-00988,2024-04-20,UK,SMB,Organic
CUST-00989,2024-08-08,India,Mid-Market,Direct
CUST-00990,2025-10-20,India,SMB,Direct
CUST-00991,2025-07-19,Germany,Enterprise,Direct
CUST-00992,2025-08-13,UK,Consumer,Referral
CUST-00993,2024-07-09,UK,SMB,Referral
CUST-00994,2024-01-11,UK,Consumer,Paid Search
CUST-00995,2025-07-04,US,Mid-Market,Organic
CUST-00996,2024-05-11,UK,Consumer,Paid Search
CUST-00997,2024-06-17,UK,Enterprise,Referral
CUST-00998,2024-11-23,US,Consumer,Paid Search
CUST-00999,2024-09-10,UK,Enterprise,Direct
CUST-01000,2026-04-10,US,Enterprise,Direct
CUST-01001,2024-08-25,Germany,Mid-Market,Referral
CUST-01002,2025-07-13,UK,Consumer,Direct
CUST-01003,2025-12-09,US,SMB,Organic
CUST-01004,2024-01-24,UAE,SMB,Direct
CUST-01005,2025-02-26,UAE,Consumer,Organic
CUST-01006,2024-01-29,UK,Enterprise,Paid Search
CUST-01007,2026-05-06,UK,Consumer,Direct
CUST-01008,2026-05-16,UK,Consumer,Paid Search
CUST-01009,2024-08-13,India,Enterprise,Organic
CUST-01010,2026-03-16,UAE,SMB,Partner
CUST-01011,2024-02-27,UK,Consumer,Organic
CUST-01012,2024-08-11,UK,Consumer,Paid Search
CUST-01013,2026-06-14,UK,Consumer,Referral
CUST-01014,2024-07-29,UK,Enterprise,Referral
CUST-01015,2025-08-03,US,Consumer,Referral
CUST-01016,2026-05-03,UK,Mid-Market,Paid Search
CUST-01017,2025-09-17,US,Consumer,Referral
CUST-01018,2024-07-06,UAE,Consumer,Organic
CUST-01019,2024-05-23,UK,SMB,Referral
CUST-01020,2026-06-08,UK,SMB,Partner
CUST-01021,2025-10-28,UK,Consumer,Referral
CUST-01022,2025-12-22,Germany,SMB,Organic
CUST-01023,2024-07-22,US,Mid-Market,Organic
CUST-01024,2025-10-31,US,Consumer,Paid Search
CUST-01025,2024-12-08,India,Consumer,Direct
CUST-01026,2025-03-11,UK,SMB,Paid Search
CUST-01027,2024-08-17,UK,SMB,Referral
CUST-01028,2025-01-08,US,Mid-Market,Referral
CUST-01029,2024-12-11,UAE,Consumer,Referral
CUST-01030,2025-09-19,UK,Consumer,Organic
CUST-01031,2025-01-02,US,Mid-Market,Referral
CUST-01032,2025-06-09,UK,Mid-Market,Partner
CUST-01033,2026-03-30,UK,Mid-Market,Partner
CUST-01034,2025-10-02,India,Consumer,Referral
CUST-01035,2024-04-18,UK,Consumer,Direct
CUST-01036,2024-12-03,India,Mid-Market,Partner
CUST-01037,2024-12-03,UAE,Consumer,Referral
CUST-01038,2025-10-10,UK,Consumer,Organic
CUST-01039,2025-11-17,UK,Consumer,Paid Search
CUST-01040,2024-01-30,UAE,Consumer,Partner
CUST-01041,2024-07-07,India,Enterprise,Partner
CUST-01042,2024-01-29,Germany,Enterprise,Referral
CUST-01043,2025-06-01,UAE,Consumer,Paid Search
CUST-01044,2025-01-05,Germany,Consumer,Referral
CUST-01045,2024-06-25,US,SMB,Partner
CUST-01046,2025-10-28,UK,Enterprise,Referral
CUST-01047,2025-02-06,US,Consumer,Paid Search
CUST-01048,2026-01-24,UAE,Consumer,Direct
CUST-01049,2026-03-26,US,Mid-Market,Organic
CUST-01050,2025-01-16,UK,Consumer,Partner
CUST-01051,2024-01-29,India,Consumer,Organic
